"event_id_cnty","event_date","year","time_precision","disorder_type","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","civilian_targeting","iso","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","tags","timestamp","pro_kremlin_indicator","topic","proportion","max","protest_type","unauthorized","authorized","date","month_year"
"RUS7902","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Republic of Sakha","Yakutsk","","Yakutsk",62.0339,129.7331,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation organized a motor rally in Yakutsk in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633670,0,"7_war",0.99329498252187,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7905","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Sverdlovsk","Ekaterinburg","","Yekaterinburg",56.8519,60.6122,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation organized a motor rally in Yekaterinburg in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633670,0,"7_war",0.99329498252187,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7894","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Krasnoyarsk","Krasnoyarsk","","Krasnoyarsk",56.0184,92.8672,1,"KPRF","Other","On 19 March 2022, over 30 cars participated in a motor rally organized in Krasnoyarsk by the Communist Party of the Russian Federation in support of the Russian military invasion in Ukraine.",0,"crowd size=over 30 cars",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7903","19 March 2022",2022,2,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Rostov","Rostov-na-Donu","","Rostov-on-Don",47.2213,39.6939,1,"KPRF","Other","Around 19 March 2022, the Communist Party of the Russian Federation organized a motor rally in Rostov-on-Don in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7901","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Republic of Dagestan","Makhachkala","","Makhachkala",42.9764,47.5024,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation organized a motor rally in Makhachkala in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633670,0,"7_war",0.99329498252187,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7892","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Astrakhan","Astrakhan","","Astrakhan",46.3497,48.0408,1,"KPRF","Other","On 19 March 2022, 5 cars participated in a motor rally in Astrakhan organized by the Communist Party of the Russian Federation in support of the Russian military invasion in Ukraine.",0,"crowd size=5 cars",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7899","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Republic of Adygea","Maykop","","Maykop",44.6078,40.1058,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation organized a motor rally in Maykop in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633670,0,"7_war",0.99329498252187,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7907","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Vladimir","Vladimir","","Vladimir",56.1365,40.3966,1,"KPRF","Other","On 19 March 2022, 10 cars participated in a motor rally in Vladimir organized by the Communist Party of the Russian Federation in support of the Russian military invasion in Ukraine.",0,"crowd size=10 cars",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7898","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Pskov","Pskov","","Pskov",57.8136,28.3496,1,"KPRF","Other","On 19 March 2022, over 50 cars participated in a motor rally in Pskov organized by the Communist Party of the Russian Federation in support of the Russian military invasion in Ukraine.",0,"crowd size=over 50 cars",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7900","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Republic of Buryatia","Ulan-Ude","","Ulan-Ude",51.8272,107.6063,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation organized a motor rally in Ulan-Ude in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633670,0,"7_war",0.99329498252187,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7906","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Tambov","Tambov","","Tambov",52.7317,41.4433,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation organized a motor rally in Tambov in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633670,0,"7_war",0.99329498252187,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7893","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Irkutsk","Irkutsk","","Irkutsk",52.2978,104.2964,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation organized a motor rally in Irkutsk in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633670,0,"7_war",0.99329498252187,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7895","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Students (Russia)",6,"","",0,60,"",643,"Europe","Russia","Leningrad","Kirovskiy","","Kirovsk",59.8799,30.9875,1,"Media Korset","National","On 19 March 2022, around 300 students of Saint Petersburg Mining University took part in a flower laying ceremony in Kirovsk to show support for the Russian military invasion in Ukraine.",0,"crowd size=around 300",1680633670,0,"7_war",0.628628661945908,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7947","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Pushchino","","Pushchino",54.8295,37.6232,2,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in Pushchino region in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7954","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation; ZNS: For New Socialism; OR: The Other Russia",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Ramenskiy","","Ramenskoye",55.5669,38.2304,2,"KPRF","Other","On 19 March 2022, over 60 cars took part in motor rally organized by the Communist Party of the Russian Federation (KPRF) in the region of Ramenskoye in support of the Russian military invasion in Ukraine. Representatives of ZNS and Other Russia took part in the rally, among other groups.",0,"crowd size=over 60 cars",1680633671,0,"7_war",0.812034294589621,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7940","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Khimki","","Khimki",55.8951,37.4373,2,"KPRF","Other","On 19 March 2022, over 15 cars took part in motor rally organized by the Communist Party of the Russian Federation (KPRF) in the region of Khimki in support of the Russian military invasion in Ukraine.",0,"crowd size=over 15 cars",1680633671,0,"7_war",0.890358105567326,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7944","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Yamalo-Nenets","Novyy Urengoy","","Novy Urengoy",66.0842,76.6629,1,"KPRF","Other","On 19 March 2022, Communist Party of the Russian Federation (KPRF) organized a demonstration in Novy Urengoy in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.861321004499965,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7946","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Podolsk","","Podolsk",55.4241,37.5547,2,"KPRF","Other","On 19 March 2022, 12 cars took part in motor rally organized by the Communist Party of the Russian Federation (KPRF) in Podolsk in support of the Russian military invasion in Ukraine.",0,"crowd size=12",1680633671,0,"7_war",0.994776451739925,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7939","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Fryazino","","Fryazino",55.9604,38.0432,2,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in Fryazino region in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7948","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Leninskiy","","Vidnoye",55.5523,37.7096,2,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in Vidnoye region in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7945","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Orekhovo-Zuevo","","Orekhovo-Zuevo",55.8044,38.9695,2,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in the region of Orekhovo-Zuevo in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.932030170970677,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7942","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Kolomenskiy","","Kolomna",55.0794,38.7783,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in Kolomna in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.927529959611533,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7943","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Lyubertsy","","Lyubertsy",55.6795,37.9005,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in Lyubertsy in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7938","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Noginskiy","","Elektrougli",55.7158,38.2156,2,"KPRF","Other","On 19 March 2022, 38 cars took part in motor rally organized by the Communist Party of the Russian Federation (KPRF) in the region of Elektrougli in support of the Russian military invasion in Ukraine.",0,"crowd size=38 cars",1680633671,0,"7_war",0.995049883015893,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7949","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Volokolamskiy","","Volokolamsk",56.0227,35.9409,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in Volokolamsk in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7937","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Balashikha","","Balashikha",55.8167,37.95,2,"KPRF","Other","On 19 March 2022, 11 cars took part in motor rally organized by the Communist Party of the Russian Federation (KPRF) in Balashikha in support of the Russian military invasion in Ukraine.",0,"crowd size=11 cars",1680633671,0,"7_war",0.994776451739925,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7941","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Republic of Dagestan","Kizilyurt","","Kizilyurt",43.207,46.8679,2,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in Kizilyurt in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633671,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7950","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,"","",0,60,"",643,"Europe","Russia","Moscow Oblast","Egorevsk","","Yegoryevsk",55.3806,39.0293,1,"KPRF","Other","On 19 March 2022, the Communist Party of the Russian Federation (KPRF) organized a motor rally in Yegoryevsk in support of the Russian military invasion in Ukraine.",0,"crowd size=no report",1680633680,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-19,"2022-03"
"RUS7904","19 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Women (Russia)",6,"","",0,60,"",643,"Europe","Russia","Sverdlovsk","Ekaterinburg","","Yekaterinburg",56.8519,60.6122,1,"Activatica","Other","On 19 March 2022, feminist activists gathered in Yekaterinburg to hold a mourning event dedicated to those who died in Ukraine as a result of the Russian invasion and against the war",0,"crowd size=no report",1680633822,0,"1_cultural",0.597009292173289,TRUE,"cultural",0,0,2022-03-19,"2022-03"
"RUS7844","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","Labor Group (Russia)",6,"","",0,60,"",643,"Europe","Russia","Zabaykalskiy","Chita","","Chita",52.0317,113.5009,1,"RFE/RL","International","On 18 March 2022, public sector employees gathered in Chita to celebrate the anniversary of the annexation of Crimea by Russia and to support the Russian military invasion in Ukraine. Many were, according to reports available, pressured by the administration to participate.",0,"crowd size=no report",1680633670,0,"7_war",0.606358864749777,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7859","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Moscow","","","Moscow",55.7522,37.6156,1,"Komsomolskaya Pravda; Liveuamap","Local partner-New media","On 18 March 2022, around 200,000 people gathered in Moscow (Moscow) to celebrate the anniversary of the annexation of Crimea by Russia and to support the Russian military invasion in Ukraine. Many were according to reports available pressured by the administration to participate.",0,"crowd size=around 200,000",1680633670,0,"7_war",0.56307574872565,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7862","18 March 2022",2022,1,"Demonstrations","Protests","Protest with intervention","Protesters (Russia)","OR: The Other Russia",6,"Police Forces of Russia (2000-)","",1,16,"",643,"Europe","Russia","Orenburg","Orenburg","","Orenburg",51.7727,55.0988,1,"Yandex News; OVD Info","National","On 18 March 2022, at least 1,000 people gathered in Orenburg to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia. One minor was detained at the entrance to the rally when police found Other Russia stickers on him.",0,"crowd size=at least 1000",1680633670,0,"7_war",0.836893923350161,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7846","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Irkutsk","Irkutsk","","Irkutsk",52.2978,104.2964,1,"Yandex News","National","On 18 March 2022, over 100 cars participated in a motor rally in Irkutsk to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=over 100 cars",1680633670,0,"7_war",0.994471047110457,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7836","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Arkhangelsk","Arkhangelsk","","Arkhangelsk",64.5401,40.5433,1,"Yandex News","National","On 18 March 2022, dozens of cars participated in a motor rally in Arkhangelsk to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=dozens of cars",1680633670,0,"7_war",0.994776451739925,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7863","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Oryol","Oryol","","Oryol",52.9624,36.1021,1,"Yandex News","National","On 18 March 2022, dozens of people gathered in Oryol to participate in a flash mob organized to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=dozens",1680633670,0,"7_war",0.995296112203082,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7837","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Astrakhan","Astrakhan","","Astrakhan",46.3497,48.0408,1,"Yandex News","National","On 18 March 2022, 6,000 people gathered in Astrakhan to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=6,000",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7853","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Krasnodar","Krasnodar","","Krasnodar",45.0448,38.976,1,"Yandex News","National","On 18 March 2022, people gathered in Krasnodar to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=no report",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7873","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Krasnodar","Sochi","","Sochi",43.5992,39.7257,1,"Yandex News","National","On 18 March 2022, residents of Sochi participated in a motor rally to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=no report",1680633670,0,"7_war",0.994471047110457,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7838","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Altai","Barnaul","","Barnaul",53.3606,83.7636,1,"Yandex News","National","On 18 March 2022, people gathered in Barnaul (Altai) to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=no report",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7854","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Krasnoyarsk","Krasnoyarsk","","Krasnoyarsk",56.0184,92.8672,1,"Yandex News","National","On 18 March 2022, around 1,500 people gathered in Krasnoyarsk to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=around 1,500",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7855","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Kurgan","Kurgan","","Kurgan",55.45,65.3333,1,"Yandex News","National","On 18 March 2022, people gathered in Kurgan to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=no report",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7856","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Kursk","Kursk","","Kursk",51.7373,36.1873,1,"Yandex News","National","On 18 March 2022, 3,000 people gathered in Kursk to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=3,000",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7864","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Penza","Penza","","Penza",53.2007,45.0046,1,"Yandex News","National","On 18 March 2022, 2,500 people gathered in Penza to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=2500",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7865","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Kamchatka","Petropavlovsk-Kamchatskiy","","Petropavlovsk-Kamchatsky",53.0292,158.6541,1,"Yandex News","National","On 18 March 2022, people gathered in Petropavlovsk-Kamchatsky to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=no report",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7857","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Lipetsk","Lipetsk","","Lipetsk",52.6031,39.5708,1,"Yandex News","National","On 18 March 2022, 12,000 people gathered in Lipetsk to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=12,000",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7881","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Vladimir","Vladimir","","Vladimir",56.1365,40.3966,1,"Yandex News","National","On 18 March 2022, people gathered in Vladimir to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=no report",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7840","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Bryansk","Bryansk","","Bryansk",53.2521,34.3717,1,"Yandex News","National","On 18 March 2022, around 12,500 people gathered in Bryansk to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=around 12,500",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7852","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Kostroma","Kostroma","","Kostroma",57.7665,40.9269,1,"Yandex News","National","On 18 March 2022, 500 people gathered in Kostroma to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=500",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7883","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Volgograd","Volgograd","","Volgograd",48.7194,44.5018,1,"Yandex News","National","On 18 March 2022, 8200 people gathered in Volgograd to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=8200",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7845","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Republic of Altai","Gorno-Altaysk","","Gorno-Altaysk",51.9561,85.955,1,"Yandex News","National","On 18 March 2022, between 500 and 800 people gathered in Gorno-Altaysk to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=between 500 and 800",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7878","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Republic of Bashkortostan","Ufa","","Ufa",54.7852,56.0456,1,"Yandex News","National","On 18 March 2022, over 25 thousand people gathered in Ufa to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=over 25,000",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7868","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Yamalo-Nenets","Salekhard","","Salekhard",66.53,66.6019,1,"Yandex News","National","On 18 March 2022, people gathered in Salekhard to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=no report",1680633670,0,"7_war",0.993738914723102,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7875","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Tula","Tula","","Tula",54.2021,37.6443,1,"Yandex News","National","On 18 March 2022, people gathered in Tula to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=no report",1680633670,0,"7_war",0.927529959611533,TRUE,"war",0,0,2022-03-18,"2022-03"
"RUS7876","18 March 2022",2022,1,"Demonstrations","Protests","Peaceful protest","Protesters (Russia)","",6,"","",0,60,"",643,"Europe","Russia","Tver","Tver","","Tver",56.8605,35.876,1,"Yandex News","National","On 18 March 2022, 5 thousand people gathered in Tver to show support for the Russian military invasion in Ukraine and to celebrate the anniversary of the annexation of Crimea by Russia.",0,"crowd size=5000",1680633670,0,"7_war",0.994127712727527,TRUE,"war",0,0,2022-03-18,"2022-03"
